experiment,mode,gamma,phase,phase_iteration,t,objective_estimate,reg_objective_estimate,sample_loss,beta_min,beta_max
adaptive gamma,adaptive,1.0000000000000002e-06,5,95,567,-0.242775190350138,0.40281579663426476,0.10928906300587948,1.5959471480669262e-05,0.03546090237298903
adaptive gamma,adaptive,1.0000000000000002e-06,5,96,568,-0.24356608019931264,0.40202822226624796,1.2151915411235945,1.5957870929769794e-05,0.03551311622531337
adaptive gamma,adaptive,1.0000000000000002e-06,5,97,569,-0.24417458958660823,0.40142110321284585,-0.42625121310561304,1.5956701958030186e-05,0.03553389384591003
adaptive gamma,adaptive,1.0000000000000002e-06,5,98,570,-0.24498844082952673,0.40061115993428975,-1.6540902239089272,1.5954624656607913e-05,0.035597457754450695
adaptive gamma,adaptive,1.0000000000000002e-06,5,99,571,-0.24587388445142208,0.39973086254086587,0.9566131428311382,1.595214468564373e-05,0.03568280388143229
adaptive gamma,adaptive,1.0000000000000002e-06,5,100,572,-0.2465211839669968,0.39908543517469314,-0.4549716794478471,1.595070098401686e-05,0.035711781152556035
adaptive gamma,adaptive,1.0000000000000002e-06,5,101,573,-0.24736166321242828,0.39824894404038413,-1.3496597881953285,1.5948885924857136e-05,0.03577538416169203
adaptive gamma,adaptive,1.0000000000000002e-06,5,102,574,-0.24824306182348682,0.39737234954061235,0.7285368738132922,1.5946736852275674e-05,0.03585344433643204
adaptive gamma,adaptive,1.0000000000000002e-06,5,103,575,-0.2489399031079955,0.3966777571025404,-0.8345106520006661,1.5945247366511668e-05,0.035888225457492665
adaptive gamma,adaptive,1.0000000000000002e-06,5,104,576,-0.24975249114062473,0.395869444872777,-0.25228000318802934,1.5942847847902055e-05,0.03595882285088412
adaptive gamma,adaptive,1.0000000000000002e-06,5,105,577,-0.2505698577876229,0.39505582410718804,0.5298605479071592,1.5941100548421354e-05,0.03601857530865459
adaptive gamma,adaptive,1.0000000000000002e-06,5,106,578,-0.2513051553579441,0.39432313801308055,-1.0776906362762961,1.5939720996574206e-05,0.036058780298736236
adaptive gamma,adaptive,1.0000000000000002e-06,5,107,579,-0.25220069070334367,0.3934322825584811,0.09429146523552567,1.5937831444999984e-05,0.03613328842678455
adaptive gamma,adaptive,1.0000000000000002e-06,5,108,580,-0.25294757680937285,0.3926885032798968,-2.5490301933181825,1.5935871090523016e-05,0.03618317615812642
adaptive gamma,adaptive,1.0000000000000002e-06,5,109,581,-0.2539208013497083,0.3917212693121359,0.975729841117178,1.5933651981887957e-05,0.036280297812583184
adaptive gamma,adaptive,1.0000000000000002e-06,5,110,582,-0.2545664614277553,0.39107739006210374,-0.3022105395435281,1.5932285034437333e-05,0.036307569670905045
adaptive gamma,adaptive,1.0000000000000002e-06,5,111,583,-0.25534513414134835,0.3903022718650155,0.6105747878680202,1.5930247814893414e-05,0.03636488562076804
adaptive gamma,adaptive,1.0000000000000002e-06,5,112,584,-0.2560646570056553,0.38958520047064105,-0.09456033661842912,1.5928973930256173e-05,0.03640231155888897
adaptive gamma,adaptive,1.0000000000000002e-06,5,113,585,-0.256824832565844,0.3888284214679456,0.8899613083672764,1.5926959986168595e-05,0.03645740777258749
adaptive gamma,adaptive,1.0000000000000002e-06,5,114,586,-0.25748343667075985,0.38817170968100695,0.13450803304337577,1.5925537796441963e-05,0.0364864315034021
adaptive gamma,adaptive,1.0000000000000002e-06,5,115,587,-0.25825426999543555,0.3874039574964039,0.9295338068920127,1.592395839390235e-05,0.03653458136818547
adaptive gamma,adaptive,1.0000000000000002e-06,5,116,588,-0.258910858595452,0.3867491915142833,-1.5464219042914837,1.592260753240318e-05,0.03656235206905328
adaptive gamma,adaptive,1.0000000000000002e-06,5,117,589,-0.2597474704173724,0.38591728742290216,0.1809623052992101,1.5920378585197286e-05,0.036639296398848754
adaptive gamma,adaptive,1.0000000000000002e-06,5,118,590,-0.2605238222184362,0.3851440492887238,-0.3804494067974004,1.5918962391688246e-05,0.03668757171955549
adaptive gamma,adaptive,1.0000000000000002e-06,5,119,591,-0.26131357039006126,0.38435795801366873,-0.1664335390558683,1.5917084286363174e-05,0.03674624171150454
adaptive gamma,adaptive,1.0000000000000002e-06,5,120,592,-0.26209053483439,0.38358450382921144,-0.5349565897263859,1.5915164748761185e-05,0.036802998742362265
adaptive gamma,adaptive,1.0000000000000002e-06,5,121,593,-0.26292042250644054,0.3827585409547145,-0.7488043704735281,1.5913458522414337e-05,0.036864890829952826
adaptive gamma,adaptive,1.0000000000000002e-06,5,122,594,-0.2637344206111577,0.38194859650815904,0.385009053458895,1.5911520651854577e-05,0.03693015251596666
adaptive gamma,adaptive,1.0000000000000002e-06,5,123,595,-0.2644455436142087,0.3812400685004552,0.8891452516927734,1.590974056471747e-05,0.036971172665597345
adaptive gamma,adaptive,1.0000000000000002e-06,5,124,596,-0.2651193849323617,0.38056807609511595,0.1509997917450654,1.590848587176463e-05,0.03699887199618535
adaptive gamma,adaptive,1.0000000000000002e-06,5,125,597,-0.2658812423362905,0.37980915479828714,-0.3943032864563226,1.5906843521455e-05,0.03704473783468827
adaptive gamma,adaptive,1.0000000000000002e-06,5,126,598,-0.2667463372398198,0.3789481305753293,0.8908606029263353,1.5905236284352416e-05,0.03710903775160241
adaptive gamma,adaptive,1.0000000000000002e-06,5,127,599,-0.26741751450707807,0.3782787873227408,-2.5223170543718783,1.5903993153178583e-05,0.03713657277073979
adaptive gamma,adaptive,1.0000000000000002e-06,5,128,600,-0.26845261882410565,0.3772500914750192,-1.2570669901583145,1.5901951322596832e-05,0.03723725114102012
adaptive gamma,adaptive,1.0000000000000002e-06,5,129,601,-0.2693169327175647,0.3763905006192468,0.19507477687765395,1.5899960721506247e-05,0.037313609112417004
adaptive gamma,adaptive,1.0000000000000002e-06,5,130,602,-0.27006869757364727,0.37564161980518607,-1.0683328086583566,1.5898462157040033e-05,0.03735841533717668
adaptive gamma,adaptive,1.0000000000000002e-06,5,131,603,-0.2710382585632214,0.37467723125648966,-0.3712852958910191,1.5896798482251034e-05,0.037438094568420545
adaptive gamma,adaptive,1.0000000000000002e-06,5,132,604,-0.2718155805687484,0.37390338654778094,-1.1850973704733727,1.5895013756793826e-05,0.037493253920454474
adaptive gamma,adaptive,1.0000000000000002e-06,5,133,605,-0.2726430016673515,0.3730804148756525,0.34085804269676384,1.5893015825579594e-05,0.03756521885130705
adaptive gamma,adaptive,1.0000000000000002e-06,5,134,606,-0.2733617654616193,0.372364227959904,0.2119189386394167,1.589138390586775e-05,0.03760548262006865
adaptive gamma,adaptive,1.0000000000000002e-06,5,135,607,-0.2741205676370623,0.37160821419613754,-0.22566403500511695,1.5889844847390414e-05,0.03764851245597633
adaptive gamma,adaptive,1.0000000000000002e-06,5,136,608,-0.2748768639726647,0.37085514953861826,0.8300346761705656,1.5887998111004954e-05,0.03769985108137231
adaptive gamma,adaptive,1.0000000000000002e-06,5,137,609,-0.2755990271541389,0.37013490593044623,-2.169532242337665,1.5886754279050498e-05,0.0377280664104502
adaptive gamma,adaptive,1.0000000000000002e-06,5,138,610,-0.27636946496819487,0.3693696129539154,0.20108044052104895,1.588404211302393e-05,0.03781459621580244
adaptive gamma,adaptive,1.0000000000000002e-06,5,139,611,-0.2770961683581619,0.3686457005212406,-1.1070211265250127,1.5882302746774283e-05,0.03785879722940706
adaptive gamma,adaptive,1.0000000000000002e-06,5,140,612,-0.2779059677749973,0.36784018681852326,-0.23855240589932958,1.588032679768742e-05,0.03792802759145806
adaptive gamma,adaptive,1.0000000000000002e-06,5,141,613,-0.27866113498045403,0.3670882960557074,-1.1076822595029958,1.5878522872101837e-05,0.0379801816066061
adaptive gamma,adaptive,1.0000000000000002e-06,5,142,614,-0.27944253277649383,0.36631119840634935,0.8034877453735163,1.5876280536148922e-05,0.03805087609866362
adaptive gamma,adaptive,1.0000000000000002e-06,5,143,615,-0.280135646222406,0.3656200275084836,0.10949151902476628,1.5874967877304122e-05,0.03808036194839703
adaptive gamma,adaptive,1.0000000000000002e-06,5,144,616,-0.280924809625331,0.36483399823201884,1.738785449595436,1.5873581736719863e-05,0.038129022710529765
adaptive gamma,adaptive,1.0000000000000002e-06,5,145,617,-0.2816209575044199,0.3641381559387607,0.36393476872517416,1.5872669880252166e-05,0.03812986036344466
adaptive gamma,adaptive,1.0000000000000002e-06,5,146,618,-0.2823516370589513,0.36341007599180153,-1.2083941616566256,1.5871073124032675e-05,0.038170617317300676
adaptive gamma,adaptive,1.0000000000000002e-06,5,147,619,-0.28313804856309005,0.3626278975612292,-0.7897108228710282,1.5868995893458064e-05,0.038239397761069584
adaptive gamma,adaptive,1.0000000000000002e-06,5,148,620,-0.28392402838907393,0.361845660879473,-1.2609863053087127,1.586717029771422e-05,0.03829879644409129
adaptive gamma,adaptive,1.0000000000000002e-06,5,149,621,-0.2846882631716362,0.3610855952556852,1.5097976480837532,1.5864996210005164e-05,0.03836685558248267
adaptive gamma,adaptive,1.0000000000000002e-06,5,150,622,-0.2853455597238888,0.3604289167792895,0.839972627379306,1.5864028489764376e-05,0.038373294992320006
adaptive gamma,adaptive,1.0000000000000002e-06,5,151,623,-0.28603836356589374,0.35973787009237235,-0.6111013406319188,1.5862715273174083e-05,0.038399273084368094
adaptive gamma,adaptive,1.0000000000000002e-06,5,152,624,-0.2869036631245516,0.3588767144371422,0.41351013593280606,1.586116878704526e-05,0.03846385679782181
adaptive gamma,adaptive,1.0000000000000002e-06,5,153,625,-0.2876769919677178,0.3581060331634215,-0.4347100478696928,1.5859987538802315e-05,0.038503995789042254
adaptive gamma,adaptive,1.0000000000000002e-06,5,154,626,-0.28854063136078323,0.3572463648513059,0.5830742488972116,1.5858535504425182e-05,0.03856533001406015
adaptive gamma,adaptive,1.0000000000000002e-06,5,155,627,-0.2892891942302935,0.35649991314273516,-1.022532236701334,1.58569052002584e-05,0.038597123574811196
adaptive gamma,adaptive,1.0000000000000002e-06,5,156,628,-0.29014323557919597,0.35565023459197376,0.42983242640243324,1.585521264578441e-05,0.03866577843351904
adaptive gamma,adaptive,1.0000000000000002e-06,5,157,629,-0.29089036257812323,0.3549055486887252,-0.77556007859536,1.5853957041700672e-05,0.03870253653716212
adaptive gamma,adaptive,1.0000000000000002e-06,5,158,630,-0.29174308373379326,0.3540569620624953,0.6342050019065646,1.5852395578175935e-05,0.038766635070562966
adaptive gamma,adaptive,1.0000000000000002e-06,5,159,631,-0.2924690283186346,0.3533331365242239,-1.7301149590513734,1.5851073567243857e-05,0.03879866398271669
adaptive gamma,adaptive,1.0000000000000002e-06,5,160,632,-0.2933688998264804,0.35243834662491247,-1.0047423234708441,1.5849323681413907e-05,0.03887772560822902
adaptive gamma,adaptive,1.0000000000000002e-06,5,161,633,-0.2941397801018924,0.35167132566264464,-1.0188220716163496,1.5847396764507868e-05,0.03893962103905213
adaptive gamma,adaptive,1.0000000000000002e-06,5,162,634,-0.29490668600886516,0.35090842070139805,-0.5812319558425955,1.5845326500500784e-05,0.03900462259156143
adaptive gamma,adaptive,1.0000000000000002e-06,5,163,635,-0.29574261841056226,0.3500763427012856,-0.27514234196925125,1.584383889111156e-05,0.03906400947061651
adaptive gamma,adaptive,1.0000000000000002e-06,5,164,636,-0.2964797073725806,0.3493422795113657,-1.036424564194061,1.5841873731665563e-05,0.03911202477678858
adaptive gamma,adaptive,1.0000000000000002e-06,5,165,637,-0.2973790186696137,0.348447601582764,-2.1776596913172184,1.5840302638498423e-05,0.0391833812016451
adaptive gamma,adaptive,1.0000000000000002e-06,5,166,638,-0.2983461758099689,0.34748630569518224,1.0311849343651038,1.5838498946853455e-05,0.03927308993645495
adaptive gamma,adaptive,1.0000000000000002e-06,5,167,639,-0.29909322989866544,0.3467406595715629,-1.300062501043289,1.583736462090648e-05,0.03929219210199263
adaptive gamma,adaptive,1.0000000000000002e-06,5,168,640,-0.29996882924636964,0.34586973440693064,1.550823749195904,1.5835686631136118e-05,0.03936524879031807
adaptive gamma,adaptive,1.0000000000000002e-06,5,169,641,-0.3006155863146562,0.3452233868892604,-0.3217973672738048,1.5834825803236653e-05,0.0393681227799647
adaptive gamma,adaptive,1.0000000000000002e-06,5,170,642,-0.3013796549359904,0.34446250248233057,0.0973442095521615,1.5833130288658127e-05,0.03941816700933176
adaptive gamma,adaptive,1.0000000000000002e-06,5,171,643,-0.3021216952476057,0.34372302761203277,-0.27694153953334344,1.583131281422896e-05,0.039457972017057225
adaptive gamma,adaptive,1.0000000000000002e-06,5,172,644,-0.30289653851495707,0.34295131686380503,-1.7796149838117,1.582973049073445e-05,0.03950662165123688
adaptive gamma,adaptive,1.0000000000000002e-06,5,173,645,-0.3036292997711103,0.3422229562108854,-0.15840692778283588,1.5827489721538562e-05,0.03957896135059715
adaptive gamma,adaptive,1.0000000000000002e-06,5,174,646,-0.30440189204310125,0.3414534473270027,-1.5729462229605546,1.5825880322756957e-05,0.039627198047516576
adaptive gamma,adaptive,1.0000000000000002e-06,5,175,647,-0.3052350490539364,0.3406248241619819,-0.510805411577635,1.5824140595750546e-05,0.03969849710536771
adaptive gamma,adaptive,1.0000000000000002e-06,5,176,648,-0.3059879166564881,0.33987508718180853,0.20331405754076026,1.5822282231130317e-05,0.039747734224234374
adaptive gamma,adaptive,1.0000000000000002e-06,5,177,649,-0.3067616481054007,0.3391038299949159,0.07358704631205304,1.582084963626008e-05,0.03978486191564355
adaptive gamma,adaptive,1.0000000000000002e-06,5,178,650,-0.30753880679986145,0.3383293415423334,-0.5188704097427843,1.581943775237573e-05,0.039825177885542754
adaptive gamma,adaptive,1.0000000000000002e-06,5,179,651,-0.30830551961844327,0.3375658343605444,0.010540896881574002,1.5817725957817465e-05,0.039875268063080206
adaptive gamma,adaptive,1.0000000000000002e-06,5,180,652,-0.3090838618111828,0.3367902303422437,-1.7254257762657925,1.5816295866466332e-05,0.0399167644991277
adaptive gamma,adaptive,1.0000000000000002e-06,5,181,653,-0.3099846415923432,0.3358945144698793,1.0683020233191742,1.5814628643786334e-05,0.039994551268186185
adaptive gamma,adaptive,1.0000000000000002e-06,5,182,654,-0.3107991999167647,0.33508125946231687,-0.9243321757209392,1.581350924823254e-05,0.040011233068766305
adaptive gamma,adaptive,1.0000000000000002e-06,5,183,655,-0.3115544991793113,0.33432953608477495,-1.3156790921264028,1.5811631601786254e-05,0.040068176478919804
adaptive gamma,adaptive,1.0000000000000002e-06,5,184,656,-0.3123699035808515,0.3335183209917675,1.5662437298294987,1.5809936986816214e-05,0.040133927738658905
adaptive gamma,adaptive,1.0000000000000002e-06,5,185,657,-0.3132625748473076,0.3326261631409583,-1.9224320301378048,1.5808839697256692e-05,0.04013667044808308
adaptive gamma,adaptive,1.0000000000000002e-06,5,186,658,-0.3141203687951867,0.3317732475943346,-2.3460974884065067,1.5807119269585317e-05,0.04021266869915705
adaptive gamma,adaptive,1.0000000000000002e-06,5,187,659,-0.31497890265023043,0.33091991450296143,0.4318115725702897,1.580532937533755e-05,0.04029411071516732
adaptive gamma,adaptive,1.0000000000000002e-06,5,188,660,-0.3157718118536683,0.3301292104273523,0.9629634900710264,1.5804135961865454e-05,0.04032597749774892
adaptive gamma,adaptive,1.0000000000000002e-06,5,189,661,-0.3165136355057737,0.3293887806005469,1.220996847888109,1.5802986956957125e-05,0.04034507860002112
adaptive gamma,adaptive,1.0000000000000002e-06,5,190,662,-0.3172637554809038,0.32863963244739536,0.36325231686027115,1.5802090090030537e-05,0.04035692851914097
adaptive gamma,adaptive,1.0000000000000002e-06,5,191,663,-0.31808060842566593,0.3278252874354867,-0.9729505511457714,1.5800976451730712e-05,0.040393919465784335
adaptive gamma,adaptive,1.0000000000000002e-06,5,192,664,-0.31890523877733895,0.32700460502770307,-0.43667680527199737,1.579933174438006e-05,0.04045577527870124
adaptive gamma,adaptive,1.0000000000000002e-06,5,193,665,-0.31974917212701864,0.32616420425994824,-2.1621930356324945,1.5797927272169766e-05,0.04050975342258576
adaptive gamma,adaptive,1.0000000000000002e-06,5,194,666,-0.3204273817392252,0.3254902055281728,0.048319037238757856,1.5795718974630825e-05,0.040578835295216976
adaptive gamma,adaptive,1.0000000000000002e-06,5,195,667,-0.32122013310810643,0.32469992454630264,-0.8813844011502967,1.5794148149899857e-05,0.04061591592625708
adaptive gamma,adaptive,1.0000000000000002e-06,5,196,668,-0.3219565585664416,0.3239668070909771,-0.11588829278689294,1.5792153156118278e-05,0.04066853268021615
adaptive gamma,adaptive,1.0000000000000002e-06,5,197,669,-0.32278089339588517,0.3231453749822734,-0.13586505030805482,1.5790852684112272e-05,0.040711587848952124
adaptive gamma,adaptive,1.0000000000000002e-06,5,198,670,-0.3235493812600881,0.32237954594394064,0.050065768722552854,1.578910107393239e-05,0.04075250857933194
adaptive gamma,adaptive,1.0000000000000002e-06,5,199,671,-0.32436016766430326,0.3215712002126245,0.6847875974891492,1.578720769433629e-05,0.04078940577230216
